reportdate,hospital,dphcategory,covidstatus,patientcount,data_as_of,data_loaded_at
2022/07/07,All SF Hospitals,Med/Surg,COVID+,95,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/05/05,All SF Hospitals,ICU,COVID+,8,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/06/12,All SF Hospitals,ICU,COVID+,13,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/09/14,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/11/14,All SF Hospitals,Med/Surg,PUI,8,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/08/31,All SF Hospitals,ICU,COVID+,11,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/10/20,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/04/13,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/03/12,All SF Hospitals,Med/Surg,COVID+,28,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/11/07,All SF Hospitals,Med/Surg,COVID+,21,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/12/15,All SF Hospitals,Med/Surg,COVID+,20,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/04/07,All SF Hospitals,Med/Surg,COVID+,34,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/05/23,All SF Hospitals,ICU,COVID+,21,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/04/27,All SF Hospitals,ICU,COVID+,7,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/09/16,All SF Hospitals,Med/Surg,COVID+,43,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/03/24,All SF Hospitals,Med/Surg,COVID+,44,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/06/29,All SF Hospitals,Med/Surg,PUI,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/12/30,All SF Hospitals,Med/Surg,PUI,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/01/19,All SF Hospitals,Med/Surg,PUI,12,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/12/05,All SF Hospitals,ICU,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/06/27,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/07/21,All SF Hospitals,Med/Surg,PUI,16,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/09/07,All SF Hospitals,ICU,COVID+,25,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/05/29,All SF Hospitals,ICU,PUI,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/12/01,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/05/01,All SF Hospitals,Med/Surg,COVID+,10,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/01/13,All SF Hospitals,Med/Surg,COVID+,71,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/11/06,All SF Hospitals,Med/Surg,PUI,12,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/10/27,All SF Hospitals,ICU,COVID+,11,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/04/29,All SF Hospitals,ICU,COVID+,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/10/12,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/08/31,All SF Hospitals,Med/Surg,PUI,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/07/28,All SF Hospitals,ICU,COVID+,24,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/08/23,All SF Hospitals,ICU,COVID+,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/09/22,All SF Hospitals,Med/Surg,COVID+,47,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/07/20,All SF Hospitals,Med/Surg,PUI,17,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/08/01,All SF Hospitals,ICU,COVID+,18,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/11/26,All SF Hospitals,ICU,COVID+,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/09/04,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/03/04,All SF Hospitals,Med/Surg,COVID+,52,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/08/04,All SF Hospitals,Med/Surg,COVID+,37,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/06/13,All SF Hospitals,Med/Surg,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/04/30,All SF Hospitals,Med/Surg,PUI,11,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/01/24,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/02/26,All SF Hospitals,ICU,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/09/03,All SF Hospitals,Med/Surg,COVID+,35,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/02/10,All SF Hospitals,Med/Surg,PUI,16,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/10/19,All SF Hospitals,ICU,COVID+,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/12/15,All SF Hospitals,ICU,COVID+,9,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/09/19,All SF Hospitals,Med/Surg,COVID+,43,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/08/30,All SF Hospitals,ICU,COVID+,10,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/06/01,All SF Hospitals,ICU,PUI,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/07/11,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/12/09,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/02/22,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/09/14,All SF Hospitals,Med/Surg,COVID+,59,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/05/31,All SF Hospitals,Med/Surg,COVID+,79,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/01/26,All SF Hospitals,Med/Surg,COVID+,47,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/05/16,All SF Hospitals,Med/Surg,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/03/09,All SF Hospitals,Med/Surg,PUI,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/11/23,All SF Hospitals,Med/Surg,PUI,23,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/08/02,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/12/07,All SF Hospitals,Med/Surg,COVID+,87,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/09/11,All SF Hospitals,Med/Surg,COVID+,59,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/09/08,All SF Hospitals,Med/Surg,PUI,14,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/09/28,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/06/27,All SF Hospitals,Med/Surg,COVID+,10,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/08/26,All SF Hospitals,Med/Surg,COVID+,68,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/03/13,All SF Hospitals,Med/Surg,COVID+,30,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/04/15,All SF Hospitals,Med/Surg,COVID+,43,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/06/04,All SF Hospitals,Med/Surg,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/12/20,All SF Hospitals,Med/Surg,PUI,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/08/16,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/02/18,All SF Hospitals,Med/Surg,PUI,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/05/15,All SF Hospitals,ICU,COVID+,21,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/02/21,All SF Hospitals,ICU,COVID+,25,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/07/14,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/11/30,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/06/17,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/11/26,All SF Hospitals,Med/Surg,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/05/02,All SF Hospitals,ICU,COVID+,10,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/02/18,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/02/01,All SF Hospitals,Med/Surg,PUI,10,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/12/29,All SF Hospitals,Med/Surg,PUI,9,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/05/30,All SF Hospitals,Med/Surg,COVID+,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/03/18,All SF Hospitals,Med/Surg,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/01/16,All SF Hospitals,Med/Surg,PUI,10,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/07/15,All SF Hospitals,ICU,COVID+,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/12/06,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/08/18,All SF Hospitals,Med/Surg,COVID+,98,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/04/11,All SF Hospitals,Med/Surg,PUI,28,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/10/12,All SF Hospitals,Med/Surg,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/04/09,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/06/07,All SF Hospitals,Med/Surg,COVID+,22,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/05/17,All SF Hospitals,Med/Surg,COVID+,37,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/09/05,All SF Hospitals,Med/Surg,PUI,15,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/05/03,All SF Hospitals,Med/Surg,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/10/18,All SF Hospitals,ICU,COVID+,15,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/11/25,All SF Hospitals,ICU,COVID+,7,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/07/23,All SF Hospitals,ICU,COVID+,21,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/05/20,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/09/13,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/05/23,All SF Hospitals,Med/Surg,COVID+,32,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/07/09,All SF Hospitals,Med/Surg,PUI,7,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/01/24,All SF Hospitals,Med/Surg,PUI,14,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/02/09,All SF Hospitals,ICU,COVID+,34,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/06/09,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/01/04,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/11/18,All SF Hospitals,Med/Surg,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/12/21,All SF Hospitals,Med/Surg,PUI,9,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/02/07,All SF Hospitals,ICU,COVID+,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/10/29,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/12/04,All SF Hospitals,Med/Surg,COVID+,77,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/09/16,All SF Hospitals,Med/Surg,PUI,12,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/10/04,All SF Hospitals,Med/Surg,PUI,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/11/14,All SF Hospitals,ICU,COVID+,7,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/04/01,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/03/10,All SF Hospitals,Med/Surg,PUI,18,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/06/23,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/02/09,All SF Hospitals,Med/Surg,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/08/19,All SF Hospitals,Med/Surg,PUI,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/02/01,All SF Hospitals,ICU,COVID+,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/09/24,All SF Hospitals,ICU,COVID+,9,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/07/05,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/01/12,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/04/29,All SF Hospitals,Med/Surg,PUI,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/07/07,All SF Hospitals,ICU,COVID+,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/09/22,All SF Hospitals,ICU,PUI,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/10/25,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/09/24,All SF Hospitals,Med/Surg,COVID+,39,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/12/12,All SF Hospitals,Med/Surg,COVID+,101,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/09/30,All SF Hospitals,Med/Surg,PUI,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/10/26,All SF Hospitals,ICU,COVID+,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/09/10,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/05/07,All SF Hospitals,Med/Surg,PUI,44,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/04/17,All SF Hospitals,ICU,PUI,8,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/08/17,All SF Hospitals,Med/Surg,COVID+,73,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/10/13,All SF Hospitals,Med/Surg,PUI,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/09/25,All SF Hospitals,ICU,COVID+,22,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/11/02,All SF Hospitals,ICU,COVID+,15,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/02/18,All SF Hospitals,ICU,COVID+,22,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/07/23,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/08/11,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/09/18,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/11/04,All SF Hospitals,Med/Surg,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/08/21,All SF Hospitals,ICU,COVID+,9,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/05/08,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/04/14,All SF Hospitals,Med/Surg,COVID+,63,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/10/11,All SF Hospitals,Med/Surg,PUI,12,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/03/06,All SF Hospitals,ICU,COVID+,14,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/09/09,All SF Hospitals,ICU,COVID+,12,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/01/21,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/03/19,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/10/15,All SF Hospitals,Med/Surg,PUI,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/01/17,All SF Hospitals,Med/Surg,PUI,12,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/02/05,All SF Hospitals,Med/Surg,PUI,8,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/02/20,All SF Hospitals,ICU,COVID+,26,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/05/25,All SF Hospitals,ICU,COVID+,12,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/07/17,All SF Hospitals,Med/Surg,PUI,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/11/07,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/02/27,All SF Hospitals,Med/Surg,COVID+,75,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/06/18,All SF Hospitals,Med/Surg,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/10/10,All SF Hospitals,ICU,COVID+,9,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/09/19,All SF Hospitals,ICU,COVID+,7,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/07/08,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/08/07,All SF Hospitals,Med/Surg,PUI,9,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/03/27,All SF Hospitals,Med/Surg,PUI,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/09/27,All SF Hospitals,Med/Surg,PUI,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/08/27,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/10/17,All SF Hospitals,ICU,PUI,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/04/07,All SF Hospitals,Med/Surg,COVID+,54,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/06/03,All SF Hospitals,Med/Surg,COVID+,27,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/03/31,All SF Hospitals,Med/Surg,PUI,35,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/02/04,All SF Hospitals,ICU,COVID+,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/05/23,All SF Hospitals,ICU,COVID+,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/04/20,All SF Hospitals,ICU,PUI,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/12/24,All SF Hospitals,Med/Surg,COVID+,23,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/05/19,All SF Hospitals,ICU,COVID+,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/02/25,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/05/01,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/08/02,All SF Hospitals,Med/Surg,COVID+,60,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/11/25,All SF Hospitals,Med/Surg,COVID+,14,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/10/30,All SF Hospitals,Med/Surg,PUI,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/05/10,All SF Hospitals,ICU,COVID+,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/05/29,All SF Hospitals,ICU,COVID+,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/03/05,All SF Hospitals,ICU,COVID+,10,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/08/07,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/10/06,All SF Hospitals,Med/Surg,COVID+,41,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/12/02,All SF Hospitals,Med/Surg,COVID+,19,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/09/20,All SF Hospitals,Med/Surg,COVID+,41,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/11/22,All SF Hospitals,ICU,COVID+,8,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/02/13,All SF Hospitals,ICU,COVID+,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/11/29,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/02/12,All SF Hospitals,Med/Surg,COVID+,124,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/06/24,All SF Hospitals,Med/Surg,COVID+,32,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/07/13,All SF Hospitals,Med/Surg,COVID+,44,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/08/22,All SF Hospitals,Med/Surg,COVID+,43,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/08/02,All SF Hospitals,ICU,COVID+,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/01/06,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/05/06,All SF Hospitals,Med/Surg,COVID+,48,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/08/22,All SF Hospitals,Med/Surg,COVID+,56,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/10/01,All SF Hospitals,Med/Surg,COVID+,40,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/11/13,All SF Hospitals,Med/Surg,COVID+,17,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/12/17,All SF Hospitals,Med/Surg,COVID+,109,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/08/22,All SF Hospitals,Med/Surg,PUI,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/11/03,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/04/18,All SF Hospitals,Med/Surg,PUI,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/10/14,All SF Hospitals,Med/Surg,PUI,9,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/09/11,All SF Hospitals,ICU,COVID+,19,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/11/27,All SF Hospitals,ICU,COVID+,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/01/06,All SF Hospitals,ICU,COVID+,14,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/09/11,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/11/04,All SF Hospitals,Med/Surg,COVID+,26,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/04/25,All SF Hospitals,Med/Surg,COVID+,46,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/04/22,All SF Hospitals,Med/Surg,PUI,22,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/11/17,All SF Hospitals,ICU,COVID+,8,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/03/26,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/05/05,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/08/26,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/03/06,All SF Hospitals,Med/Surg,COVID+,74,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/08/06,All SF Hospitals,ICU,COVID+,38,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/05/15,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/02/24,All SF Hospitals,Med/Surg,COVID+,80,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/06/12,All SF Hospitals,Med/Surg,COVID+,29,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/04/05,All SF Hospitals,Med/Surg,PUI,111,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/04/25,All SF Hospitals,ICU,COVID+,31,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/08/28,All SF Hospitals,ICU,COVID+,7,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/12/23,All SF Hospitals,ICU,PUI,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/03/28,All SF Hospitals,Med/Surg,COVID+,42,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/05/24,All SF Hospitals,Med/Surg,COVID+,34,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/03/24,All SF Hospitals,Med/Surg,PUI,7,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/07/10,All SF Hospitals,Med/Surg,PUI,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
